ALL	 pop_1 	A103 	4 	4
TIPP_14	 pop_5 	C1 	4 	6
TIPP_15	 pop_5 	C1 	1 	3
TIPP_16	 pop_5 	C1 	0 	6
TIPP_17	 pop_5 	C1 	3 	3
TIPP_18	 pop_5 	C1 	3 	3
TIPP_19	 pop_5 	C1 	4 	6
TN	 pop_6 	C1 	1 	5
TN_2	 pop_6 	C1 	5 	6
TN_3	 pop_6 	C1 	0 	4
TN_4	 pop_6 	C1 	2 	3
TN_5	 pop_6 	C1 	2 	5
TN_6	 pop_6 	C1 	2 	6
TN_7	 pop_6 	C1 	1 	6
TN_8	 pop_6 	C1 	0 	3
WIS	 pop_7 	C1 	2 	4
WIS_2	 pop_7 	C1 	2 	5
WIS_3	 pop_7 	C1 	3 	3
WIS_4	 pop_7 	C1 	2 	3
WIS_5	 pop_7 	C1 	2 	5
WIS_6	 pop_7 	C1 	5 	5
WIS_7	 pop_7 	C1 	1 	5
WIS_8	 pop_7 	C1 	2 	3
WIS_9	 pop_7 	C1 	4 	4
WIS_10	 pop_7 	C1 	3 	3
WIS_11	 pop_7 	C1 	3 	3
WIS_12	 pop_7 	C1 	1 	4
WIS_13	 pop_7 	C1 	1 	3
WIS_14	 pop_7 	C1 	4 	5
WIS_15	 pop_7 	C1 	3 	7
WIS_16	 pop_7 	C1 	3 	5
WIS_17	 pop_7 	C1 	1 	2
ALL	 pop_1 	C6 	2 	2
ALL_2	 pop_1 	C6 	2 	2
ALL_3	 pop_1 	C6 	2 	2
ALL_4	 pop_1 	C6 	1 	2
ALL_5	 pop_1 	C6 	1 	2
ALL_6	 pop_1 	C6 	1 	2
ALL_7	 pop_1 	C6 	2 	2
ALL_8	 pop_1 	C6 	1 	2
ALL_9	 pop_1 	C6 	0 	2
ALL_10	 pop_1 	C6 	1 	2
ALL_11	 pop_1 	C6 	1 	2
ALL_12	 pop_1 	C6 	1 	2
ALL_13	 pop_1 	C6 	1 	2
ALL_14	 pop_1 	C6 	1 	1
ALL_15	 pop_1 	C6 	1 	2
ALL_16	 pop_1 	C6 	2 	2
ALL_17	 pop_1 	C6 	2 	2
ALL_18	 pop_1 	C6 	1 	2
ALL_19	 pop_1 	C6 	0 	2
ALL_20	 pop_1 	C6 	1 	2
ALL_21	 pop_1 	C6 	1 	2
ALL_22	 pop_1 	C6 	2 	2
CHIP	 pop_2 	C6 	2 	2
CHIP_2	 pop_2 	C6 	2 	2
CHIP_3	 pop_2 	C6 	2 	2
CHIP_4	 pop_2 	C6 	2 	2
CHIP_5	 pop_2 	C6 	2 	2
CHIP_6	 pop_2 	C6 	2 	2
CHIP_7	 pop_2 	C6 	2 	2
CHIP_8	 pop_2 	C6 	1 	2
CHIP_9	 pop_2 	C6 	2 	2
CHIP_10	 pop_2 	C6 	2 	2
CHIP_11	 pop_2 	C6 	2 	2
CHIP_12	 pop_2 	C6 	2 	2
CHIP_13	 pop_2 	C6 	1 	2
CHIP_14	 pop_2 	C6 	1 	2
CHIP_15	 pop_2 	C6 	2 	2
CHIP_16	 pop_2 	C6 	2 	2
CHIP_17	 pop_2 	C6 	2 	2
CHIP_18	 pop_2 	C6 	2 	2
CHIP_19	 pop_2 	C6 	2 	2
CHIP_20	 pop_2 	C6 	2 	2
CHIP_21	 pop_2 	C6 	2 	2
MER	 pop_3 	C6 	2 	2
MER_2	 pop_3 	C6 	0 	0
MER_3	 pop_3 	C6 	0 	0
MER_4	 pop_3 	C6 	0 	0
MER_5	 pop_3 	C6 	2 	3
MER_6	 pop_3 	C6 	1 	1
MER_7	 pop_3 	C6 	2 	2
MER_8	 pop_3 	C6 	2 	2
MER_9	 pop_3 	C6 	2 	2
MER_10	 pop_3 	C6 	2 	2
MER_11	 pop_3 	C6 	1 	4
MER_12	 pop_3 	C6 	2 	3
MER_13	 pop_3 	C6 	2 	2
MER_14	 pop_3 	C6 	2 	2
MER_15	 pop_3 	C6 	2 	2
MER_16	 pop_3 	C6 	2 	2
MER_17	 pop_3 	C6 	2 	2
MER_18	 pop_3 	C6 	1 	2
MER_19	 pop_3 	C6 	2 	2
MER_20	 pop_3 	C6 	2 	3
MER_21	 pop_3 	C6 	2 	2
MER_22	 pop_3 	C6 	2 	2
MER_23	 pop_3 	C6 	2 	2
MER_24	 pop_3 	C6 	0 	0
MER_25	 pop_3 	C6 	3 	3
MER_26	 pop_3 	C6 	2 	2
MER_27	 pop_3 	C6 	2 	2
MER_28	 pop_3 	C6 	2 	2
MER_29	 pop_3 	C6 	2 	2
MISS	 pop_4 	C6 	2 	2
MISS_2	 pop_4 	C6 	1 	2
MISS_3	 pop_4 	C6 	2 	2
MISS_4	 pop_4 	C6 	2 	2
MISS_5	 pop_4 	C6 	1 	2
MISS_6	 pop_4 	C6 	1 	2
MISS_7	 pop_4 	C6 	2 	2
MISS_8	 pop_4 	C6 	1 	2
MISS_9	 pop_4 	C6 	2 	2
MISS_10	 pop_4 	C6 	2 	3
MISS_11	 pop_4 	C6 	1 	1
MISS_12	 pop_4 	C6 	1 	2
MISS_13	 pop_4 	C6 	1 	2
MISS_14	 pop_4 	C6 	2 	2
MISS_15	 pop_4 	C6 	1 	2
MISS_16	 pop_4 	C6 	2 	2
MISS_17	 pop_4 	C6 	2 	2
MISS_18	 pop_4 	C6 	2 	2
MISS_19	 pop_4 	C6 	1 	2
MISS_20	 pop_4 	C6 	2 	2
MISS_21	 pop_4 	C6 	2 	2
MISS_22	 pop_4 	C6 	1 	2
MISS_23	 pop_4 	C6 	2 	2
MISS_24	 pop_4 	C6 	1 	2
MISS_25	 pop_4 	C6 	2 	2
MISS_26	 pop_4 	C6 	2 	2
MISS_27	 pop_4 	C6 	1 	2
MISS_28	 pop_4 	C6 	2 	2
MISS_29	 pop_4 	C6 	1 	2
MISS_30	 pop_4 	C6 	1 	2
MISS_31	 pop_4 	C6 	2 	2
MISS_32	 pop_4 	C6 	1 	2
MISS_33	 pop_4 	C6 	2 	2
MISS_34	 pop_4 	C6 	0 	0
MISS_35	 pop_4 	C6 	2 	2
MISS_36	 pop_4 	C6 	2 	4
MISS_37	 pop_4 	C6 	2 	2
MISS_38	 pop_4 	C6 	2 	4
MISS_39	 pop_4 	C6 	2 	3
MISS_40	 pop_4 	C6 	2 	2
MISS_41	 pop_4 	C6 	0 	1
MISS_42	 pop_4 	C6 	1 	2
MISS_43	 pop_4 	C6 	1 	2
MISS_44	 pop_4 	C6 	2 	2
MISS_45	 pop_4 	C6 	1 	2
MISS_46	 pop_4 	C6 	2 	2
MISS_47	 pop_4 	C6 	2 	4
MISS_48	 pop_4 	C6 	2 	2
MISS_49	 pop_4 	C6 	1 	2
MISS_50	 pop_4 	C6 	1 	3
MISS_51	 pop_4 	C6 	1 	2
TIPP	 pop_5 	C6 	2 	3
TIPP_2	 pop_5 	C6 	2 	3
TIPP_3	 pop_5 	C6 	1 	2
TIPP_4	 pop_5 	C6 	0 	2
TIPP_5	 pop_5 	C6 	1 	2
TIPP_6	 pop_5 	C6 	0 	2
TIPP_7	 pop_5 	C6 	1 	2
TIPP_8	 pop_5 	C6 	2 	2
TIPP_9	 pop_5 	C6 	1 	2
TIPP_10	 pop_5 	C6 	1 	2
TIPP_11	 pop_5 	C6 	2 	2
TIPP_12	 pop_5 	C6 	1 	2
TIPP_13	 pop_5 	C6 	2 	3
TIPP_14	 pop_5 	C6 	2 	2
TIPP_15	 pop_5 	C6 	1 	2
TIPP_16	 pop_5 	C6 	1 	3
TIPP_17	 pop_5 	C6 	1 	2
TIPP_18	 pop_5 	C6 	1 	2
TIPP_19	 pop_5 	C6 	1 	2
TN	 pop_6 	C6 	1 	2
TN_2	 pop_6 	C6 	2 	3
TN_3	 pop_6 	C6 	1 	2
TN_4	 pop_6 	C6 	1 	2
TN_5	 pop_6 	C6 	2 	3
TN_6	 pop_6 	C6 	0 	3
TN_7	 pop_6 	C6 	1 	1
TN_8	 pop_6 	C6 	1 	2
WIS	 pop_7 	C6 	2 	2
WIS_2	 pop_7 	C6 	2 	2
WIS_3	 pop_7 	C6 	2 	2
WIS_4	 pop_7 	C6 	2 	2
WIS_5	 pop_7 	C6 	2 	2
WIS_6	 pop_7 	C6 	2 	2
WIS_7	 pop_7 	C6 	1 	2
WIS_8	 pop_7 	C6 	1 	2
WIS_9	 pop_7 	C6 	2 	2
WIS_10	 pop_7 	C6 	2 	2
WIS_11	 pop_7 	C6 	2 	2
WIS_12	 pop_7 	C6 	2 	2
WIS_13	 pop_7 	C6 	1 	2
WIS_14	 pop_7 	C6 	1 	1
WIS_15	 pop_7 	C6 	2 	2
WIS_16	 pop_7 	C6 	1 	2
WIS_17	 pop_7 	C6 	2 	2
ALL	 pop_1 	C105 	3 	7
ALL_2	 pop_1 	C105 	3 	5
ALL_3	 pop_1 	C105 	1 	3
ALL_4	 pop_1 	C105 	2 	3
ALL_5	 pop_1 	C105 	1 	3
ALL_6	 pop_1 	C105 	3 	7
ALL_7	 pop_1 	C105 	2 	4
ALL_8	 pop_1 	C105 	1 	5
ALL_9	 pop_1 	C105 	3 	7
ALL_10	 pop_1 	C105 	3 	3
ALL_11	 pop_1 	C105 	1 	3
ALL_12	 pop_1 	C105 	1 	2
ALL_13	 pop_1 	C105 	3 	3
ALL_14	 pop_1 	C105 	1 	3
ALL_15	 pop_1 	C105 	2 	3
ALL_16	 pop_1 	C105 	1 	5
ALL_17	 pop_1 	C105 	3 	5
ALL_18	 pop_1 	C105 	2 	3
ALL_19	 pop_1 	C105 	3 	3
ALL_20	 pop_1 	C105 	3 	3
ALL_21	 pop_1 	C105 	0 	3
ALL_22	 pop_1 	C105 	4 	5
CHIP	 pop_2 	C105 	4 	7
CHIP_2	 pop_2 	C105 	4 	5
CHIP_3	 pop_2 	C105 	4 	7
CHIP_4	 pop_2 	C105 	3 	4
CHIP_5	 pop_2 	C105 	7 	7
CHIP_6	 pop_2 	C105 	3 	4
CHIP_7	 pop_2 	C105 	4 	5
CHIP_8	 pop_2 	C105 	3 	4
CHIP_9	 pop_2 	C105 	5 	6
CHIP_10	 pop_2 	C105 	4 	7
CHIP_11	 pop_2 	C105 	3 	6
CHIP_12	 pop_2 	C105 	4 	5
CHIP_13	 pop_2 	C105 	3 	4
CHIP_14	 pop_2 	C105 	4 	7
CHIP_15	 pop_2 	C105 	3 	4
CHIP_16	 pop_2 	C105 	3 	4
CHIP_17	 pop_2 	C105 	3 	4
CHIP_18	 pop_2 	C105 	3 	4
CHIP_19	 pop_2 	C105 	4 	6
CHIP_20	 pop_2 	C105 	4 	4
CHIP_21	 pop_2 	C105 	4 	4
MER	 pop_3 	C105 	3 	4
MER_2	 pop_3 	C105 	0 	0
MER_3	 pop_3 	C105 	4 	7
MER_4	 pop_3 	C105 	0 	0
MER_5	 pop_3 	C105 	5 	5
MER_6	 pop_3 	C105 	4 	4
MER_7	 pop_3 	C105 	4 	4
MER_8	 pop_3 	C105 	3 	3
MER_9	 pop_3 	C105 	4 	5
MER_10	 pop_3 	C105 	4 	5
MER_11	 pop_3 	C105 	3 	4
MER_12	 pop_3 	C105 	3 	5
MER_13	 pop_3 	C105 	3 	4
MER_14	 pop_3 	C105 	3 	4
MER_15	 pop_3 	C105 	4 	4
MER_16	 pop_3 	C105 	4 	6
MER_17	 pop_3 	C105 	4 	4
MER_18	 pop_3 	C105 	4 	4
MER_19	 pop_3 	C105 	4 	5
MER_20	 pop_3 	C105 	5 	6
MER_21	 pop_3 	C105 	4 	6
MER_22	 pop_3 	C105 	4 	6
MER_23	 pop_3 	C105 	4 	4
MER_24	 pop_3 	C105 	3 	4
MER_25	 pop_3 	C105 	4 	6
MER_26	 pop_3 	C105 	5 	5
MER_27	 pop_3 	C105 	4 	5
MER_28	 pop_3 	C105 	4 	5
MER_29	 pop_3 	C105 	3 	4
MISS	 pop_4 	C105 	3 	6
MISS_2	 pop_4 	C105 	3 	6
MISS_3	 pop_4 	C105 	7 	7
MISS_4	 pop_4 	C105 	5 	8
MISS_5	 pop_4 	C105 	3 	4
MISS_6	 pop_4 	C105 	3 	8
MISS_7	 pop_4 	C105 	5 	7
MISS_8	 pop_4 	C105 	6 	6
MISS_9	 pop_4 	C105 	1 	7
MISS_10	 pop_4 	C105 	1 	4
MISS_11	 pop_4 	C105 	7 	7
MISS_12	 pop_4 	C105 	4 	4
MISS_13	 pop_4 	C105 	1 	5
MISS_14	 pop_4 	C105 	3 	4
MISS_15	 pop_4 	C105 	4 	4
MISS_16	 pop_4 	C105 	3 	4
MISS_17	 pop_4 	C105 	4 	4
MISS_18	 pop_4 	C105 	3 	8
MISS_19	 pop_4 	C105 	5 	6
MISS_20	 pop_4 	C105 	4 	6
MISS_21	 pop_4 	C105 	5 	7
MISS_22	 pop_4 	C105 	6 	6
MISS_23	 pop_4 	C105 	5 	5
MISS_24	 pop_4 	C105 	3 	5
MISS_25	 pop_4 	C105 	2 	4
MISS_26	 pop_4 	C105 	4 	4
MISS_27	 pop_4 	C105 	4 	6
MISS_28	 pop_4 	C105 	3 	6
MISS_29	 pop_4 	C105 	3 	7
MISS_30	 pop_4 	C105 	4 	6
MISS_31	 pop_4 	C105 	4 	7
MISS_32	 pop_4 	C105 	6 	6
MISS_33	 pop_4 	C105 	2 	6
MISS_34	 pop_4 	C105 	0 	0
MISS_35	 pop_4 	C105 	3 	3
MISS_36	 pop_4 	C105 	4 	4
MISS_37	 pop_4 	C105 	3 	6
MISS_38	 pop_4 	C105 	4 	6
MISS_39	 pop_4 	C105 	3 	3
MISS_40	 pop_4 	C105 	3 	7
MISS_41	 pop_4 	C105 	6 	6
MISS_42	 pop_4 	C105 	4 	4
MISS_43	 pop_4 	C105 	4 	8
MISS_44	 pop_4 	C105 	3 	5
MISS_45	 pop_4 	C105 	0 	0
MISS_46	 pop_4 	C105 	4 	4
MISS_47	 pop_4 	C105 	4 	6
MISS_48	 pop_4 	C105 	0 	0
MISS_49	 pop_4 	C105 	0 	0
MISS_50	 pop_4 	C105 	4 	7
MISS_51	 pop_4 	C105 	6 	8
TIPP	 pop_5 	C105 	3 	5
TIPP_2	 pop_5 	C105 	2 	3
TIPP_3	 pop_5 	C105 	2 	5
TIPP_4	 pop_5 	C105 	1 	2
TIPP_5	 pop_5 	C105 	3 	5
TIPP_6	 pop_5 	C105 	1 	1
TIPP_7	 pop_5 	C105 	1 	2
TIPP_8	 pop_5 	C105 	2 	5
TIPP_9	 pop_5 	C105 	0 	0
TIPP_10	 pop_5 	C105 	2 	5
TIPP_11	 pop_5 	C105 	2 	7
TIPP_12	 pop_5 	C105 	2 	2
TIPP_13	 pop_5 	C105 	2 	3
TIPP_14	 pop_5 	C105 	4 	6
TIPP_15	 pop_5 	C105 	4 	5
TIPP_16	 pop_5 	C105 	2 	5
TIPP_17	 pop_5 	C105 	1 	2
TIPP_18	 pop_5 	C105 	1 	2
TIPP_19	 pop_5 	C105 	2 	7
TN	 pop_6 	C105 	4 	5
TN_2	 pop_6 	C105 	5 	5
TN_3	 pop_6 	C105 	1 	3
TN_4	 pop_6 	C105 	1 	4
TN_5	 pop_6 	C105 	3 	4
TN_6	 pop_6 	C105 	3 	3
TN_7	 pop_6 	C105 	2 	3
TN_8	 pop_6 	C105 	2 	5
WIS	 pop_7 	C105 	4 	7
WIS_2	 pop_7 	C105 	4 	7
WIS_3	 pop_7 	C105 	4 	4
WIS_4	 pop_7 	C105 	0 	1
WIS_5	 pop_7 	C105 	4 	6
WIS_6	 pop_7 	C105 	4 	4
WIS_7	 pop_7 	C105 	3 	4
WIS_8	 pop_7 	C105 	5 	7
WIS_9	 pop_7 	C105 	5 	7
WIS_10	 pop_7 	C105 	4 	7
WIS_11	 pop_7 	C105 	4 	7
WIS_12	 pop_7 	C105 	3 	4
WIS_13	 pop_7 	C105 	4 	4
WIS_14	 pop_7 	C105 	3 	4
WIS_15	 pop_7 	C105 	3 	4
WIS_16	 pop_7 	C105 	1 	6
WIS_17	 pop_7 	C105 	3 	7
ALL	 pop_1 	C125 	3 	3
ALL_2	 pop_1 	C125 	1 	1
ALL_3	 pop_1 	C125 	3 	4
ALL_4	 pop_1 	C125 	2 	3
ALL_5	 pop_1 	C125 	2 	3
ALL_6	 pop_1 	C125 	2 	3
ALL_7	 pop_1 	C125 	3 	3
ALL_8	 pop_1 	C125 	2 	3
ALL_9	 pop_1 	C125 	2 	3
ALL_10	 pop_1 	C125 	2 	3
ALL_11	 pop_1 	C125 	3 	3
ALL_12	 pop_1 	C125 	2 	3
ALL_13	 pop_1 	C125 	2 	3
ALL_14	 pop_1 	C125 	2 	2
ALL_15	 pop_1 	C125 	2 	2
ALL_16	 pop_1 	C125 	2 	2
ALL_17	 pop_1 	C125 	1 	3
ALL_18	 pop_1 	C125 	2 	3
ALL_19	 pop_1 	C125 	2 	3
ALL_20	 pop_1 	C125 	2 	3
ALL_21	 pop_1 	C125 	2 	3
ALL_22	 pop_1 	C125 	1 	3
CHIP	 pop_2 	C125 	2 	2
CHIP_2	 pop_2 	C125 	1 	2
CHIP_3	 pop_2 	C125 	1 	2
CHIP_4	 pop_2 	C125 	1 	2
CHIP_5	 pop_2 	C125 	1 	1
CHIP_6	 pop_2 	C125 	1 	2
CHIP_7	 pop_2 	C125 	1 	1
CHIP_8	 pop_2 	C125 	1 	2
CHIP_9	 pop_2 	C125 	1 	2
CHIP_10	 pop_2 	C125 	1 	2
CHIP_11	 pop_2 	C125 	1 	2
CHIP_12	 pop_2 	C125 	1 	1
CHIP_13	 pop_2 	C125 	1 	1
CHIP_14	 pop_2 	C125 	0 	1
CHIP_15	 pop_2 	C125 	1 	2
CHIP_16	 pop_2 	C125 	1 	2
CHIP_17	 pop_2 	C125 	0 	0
CHIP_18	 pop_2 	C125 	0 	0
CHIP_19	 pop_2 	C125 	1 	2
CHIP_20	 pop_2 	C125 	1 	2
CHIP_21	 pop_2 	C125 	1 	1
MER	 pop_3 	C125 	2 	2
MER_2	 pop_3 	C125 	0 	0
MER_3	 pop_3 	C125 	0 	3
MER_4	 pop_3 	C125 	0 	0
MER_5	 pop_3 	C125 	1 	1
MER_6	 pop_3 	C125 	2 	3
MER_7	 pop_3 	C125 	1 	2
MER_8	 pop_3 	C125 	1 	2
MER_9	 pop_3 	C125 	1 	2
MER_10	 pop_3 	C125 	0 	2
MER_11	 pop_3 	C125 	1 	2
MER_12	 pop_3 	C125 	2 	2
MER_13	 pop_3 	C125 	2 	2
MER_14	 pop_3 	C125 	1 	1
MER_15	 pop_3 	C125 	1 	2
MER_16	 pop_3 	C125 	1 	1
MER_17	 pop_3 	C125 	1 	2
MER_18	 pop_3 	C125 	1 	2
MER_19	 pop_3 	C125 	1 	2
MER_20	 pop_3 	C125 	2 	2
MER_21	 pop_3 	C125 	1 	2
MER_22	 pop_3 	C125 	1 	3
MER_23	 pop_3 	C125 	1 	3
MER_24	 pop_3 	C125 	1 	3
MER_25	 pop_3 	C125 	2 	2
MER_26	 pop_3 	C125 	0 	0
MER_27	 pop_3 	C125 	2 	2
MER_28	 pop_3 	C125 	1 	2
MER_29	 pop_3 	C125 	1 	1
MISS	 pop_4 	C125 	1 	2
MISS_2	 pop_4 	C125 	1 	3
MISS_3	 pop_4 	C125 	0 	1
MISS_4	 pop_4 	C125 	2 	2
MISS_5	 pop_4 	C125 	2 	2
MISS_6	 pop_4 	C125 	2 	3
MISS_7	 pop_4 	C125 	1 	1
MISS_8	 pop_4 	C125 	1 	2
MISS_9	 pop_4 	C125 	1 	2
MISS_10	 pop_4 	C125 	1 	1
MISS_11	 pop_4 	C125 	3 	4
MISS_12	 pop_4 	C125 	1 	2
MISS_13	 pop_4 	C125 	0 	2
MISS_14	 pop_4 	C125 	2 	2
MISS_15	 pop_4 	C125 	1 	3
MISS_16	 pop_4 	C125 	1 	4
MISS_17	 pop_4 	C125 	1 	1
MISS_18	 pop_4 	C125 	0 	2
MISS_19	 pop_4 	C125 	0 	0
MISS_20	 pop_4 	C125 	1 	2
MISS_21	 pop_4 	C125 	1 	2
MISS_22	 pop_4 	C125 	1 	1
MISS_23	 pop_4 	C125 	0 	0
MISS_24	 pop_4 	C125 	1 	2
MISS_25	 pop_4 	C125 	0 	2
MISS_26	 pop_4 	C125 	1 	1
MISS_27	 pop_4 	C125 	1 	2
MISS_28	 pop_4 	C125 	1 	1
MISS_29	 pop_4 	C125 	2 	2
MISS_30	 pop_4 	C125 	1 	2
MISS_31	 pop_4 	C125 	1 	1
MISS_32	 pop_4 	C125 	1 	1
MISS_33	 pop_4 	C125 	1 	1
MISS_34	 pop_4 	C125 	0 	0
MISS_35	 pop_4 	C125 	0 	1
MISS_36	 pop_4 	C125 	1 	2
MISS_37	 pop_4 	C125 	0 	1
MISS_38	 pop_4 	C125 	0 	0
MISS_39	 pop_4 	C125 	1 	3
MISS_40	 pop_4 	C125 	1 	2
MISS_41	 pop_4 	C125 	1 	1
MISS_42	 pop_4 	C125 	1 	3
MISS_43	 pop_4 	C125 	1 	2
MISS_44	 pop_4 	C125 	0 	0
MISS_45	 pop_4 	C125 	0 	0
MISS_46	 pop_4 	C125 	1 	2
MISS_47	 pop_4 	C125 	0 	3
MISS_48	 pop_4 	C125 	0 	0
MISS_49	 pop_4 	C125 	0 	0
MISS_50	 pop_4 	C125 	1 	1
MISS_51	 pop_4 	C125 	1 	2
TIPP	 pop_5 	C125 	2 	3
TIPP_2	 pop_5 	C125 	1 	2
TIPP_3	 pop_5 	C125 	2 	2
TIPP_4	 pop_5 	C125 	2 	2
TIPP_5	 pop_5 	C125 	1 	3
TIPP_6	 pop_5 	C125 	0 	2
TIPP_7	 pop_5 	C125 	2 	2
TIPP_8	 pop_5 	C125 	2 	3
TIPP_9	 pop_5 	C125 	0 	0
TIPP_10	 pop_5 	C125 	2 	2
TIPP_11	 pop_5 	C125 	2 	2
TIPP_12	 pop_5 	C125 	1 	2
TIPP_13	 pop_5 	C125 	2 	3
TIPP_14	 pop_5 	C125 	2 	3
TIPP_15	 pop_5 	C125 	2 	2
TIPP_16	 pop_5 	C125 	2 	3
TIPP_17	 pop_5 	C125 	2 	3
TIPP_18	 pop_5 	C125 	2 	3
TIPP_19	 pop_5 	C125 	3 	3
TN	 pop_6 	C125 	2 	3
TN_2	 pop_6 	C125 	2 	3
TN_3	 pop_6 	C125 	2 	3
TN_4	 pop_6 	C125 	2 	2
TN_5	 pop_6 	C125 	1 	2
TN_6	 pop_6 	C125 	3 	3
TN_7	 pop_6 	C125 	1 	2
TN_8	 pop_6 	C125 	2 	4
WIS	 pop_7 	C125 	1 	2
WIS_2	 pop_7 	C125 	3 	3
WIS_3	 pop_7 	C125 	1 	2
WIS_4	 pop_7 	C125 	1 	4
WIS_5	 pop_7 	C125 	1 	2
WIS_6	 pop_7 	C125 	2 	2
WIS_7	 pop_7 	C125 	1 	3
WIS_8	 pop_7 	C125 	1 	2
WIS_9	 pop_7 	C125 	1 	2
WIS_10	 pop_7 	C125 	1 	2
WIS_11	 pop_7 	C125 	1 	2
WIS_12	 pop_7 	C125 	0 	1
WIS_13	 pop_7 	C125 	1 	2
WIS_14	 pop_7 	C125 	2 	3
WIS_15	 pop_7 	C125 	1 	1
WIS_16	 pop_7 	C125 	1 	2
WIS_17	 pop_7 	C125 	1 	3
ALL	 pop_1 	D4 	2 	3
ALL_2	 pop_1 	D4 	4 	6
ALL_3	 pop_1 	D4 	5 	5
ALL_4	 pop_1 	D4 	2 	4
ALL_5	 pop_1 	D4 	4 	7
ALL_6	 pop_1 	D4 	4 	5
ALL_7	 pop_1 	D4 	4 	6
ALL_8	 pop_1 	D4 	0 	5
ALL_9	 pop_1 	D4 	4 	4
ALL_10	 pop_1 	D4 	7 	9
ALL_11	 pop_1 	D4 	4 	6
ALL_12	 pop_1 	D4 	2 	6
ALL_13	 pop_1 	D4 	4 	6
ALL_14	 pop_1 	D4 	0 	3
ALL_15	 pop_1 	D4 	2 	3
ALL_16	 pop_1 	D4 	3 	5
ALL_17	 pop_1 	D4 	5 	9
ALL_18	 pop_1 	D4 	3 	4
ALL_19	 pop_1 	D4 	4 	4
ALL_20	 pop_1 	D4 	2 	5
ALL_21	 pop_1 	D4 	4 	4
ALL_22	 pop_1 	D4 	2 	4
CHIP	 pop_2 	D4 	7 	10
CHIP_2	 pop_2 	D4 	7 	7
CHIP_3	 pop_2 	D4 	4 	10
CHIP_4	 pop_2 	D4 	7 	9
CHIP_5	 pop_2 	D4 	9 	10
CHIP_6	 pop_2 	D4 	0 	7
CHIP_7	 pop_2 	D4 	7 	7
CHIP_8	 pop_2 	D4 	7 	7
CHIP_9	 pop_2 	D4 	7 	11
CHIP_10	 pop_2 	D4 	10 	11
CHIP_11	 pop_2 	D4 	7 	11
CHIP_12	 pop_2 	D4 	7 	9
CHIP_13	 pop_2 	D4 	9 	9
CHIP_14	 pop_2 	D4 	4 	10
CHIP_15	 pop_2 	D4 	7 	8
CHIP_16	 pop_2 	D4 	1 	8
CHIP_17	 pop_2 	D4 	0 	0
CHIP_18	 pop_2 	D4 	0 	6
CHIP_19	 pop_2 	D4 	4 	5
CHIP_20	 pop_2 	D4 	4 	8
CHIP_21	 pop_2 	D4 	0 	4
MER	 pop_3 	D4 	5 	6
MER_2	 pop_3 	D4 	5 	12
MER_3	 pop_3 	D4 	8 	10
MER_4	 pop_3 	D4 	7 	10
MER_5	 pop_3 	D4 	5 	8
MER_6	 pop_3 	D4 	6 	7
MER_7	 pop_3 	D4 	5 	9
MER_8	 pop_3 	D4 	6 	6
MER_9	 pop_3 	D4 	6 	8
MER_10	 pop_3 	D4 	4 	5
MER_11	 pop_3 	D4 	7 	9
MER_12	 pop_3 	D4 	5 	6
MER_13	 pop_3 	D4 	2 	10
MER_14	 pop_3 	D4 	7 	8
MER_15	 pop_3 	D4 	8 	10
MER_16	 pop_3 	D4 	6 	6
MER_17	 pop_3 	D4 	4 	4
MER_18	 pop_3 	D4 	5 	10
MER_19	 pop_3 	D4 	6 	8
MER_20	 pop_3 	D4 	6 	6
MER_21	 pop_3 	D4 	9 	10
MER_22	 pop_3 	D4 	6 	8
MER_23	 pop_3 	D4 	6 	6
MER_24	 pop_3 	D4 	5 	9
MER_25	 pop_3 	D4 	0 	0
MER_26	 pop_3 	D4 	6 	7
MER_27	 pop_3 	D4 	9 	9
MER_28	 pop_3 	D4 	5 	8
MER_29	 pop_3 	D4 	9 	10
MISS	 pop_4 	D4 	0 	4
MISS_2	 pop_4 	D4 	5 	7
MISS_3	 pop_4 	D4 	4 	4
MISS_4	 pop_4 	D4 	0 	4
MISS_5	 pop_4 	D4 	4 	4
MISS_6	 pop_4 	D4 	8 	10
MISS_7	 pop_4 	D4 	5 	10
MISS_8	 pop_4 	D4 	4 	8
MISS_9	 pop_4 	D4 	8 	10
MISS_10	 pop_4 	D4 	4 	10
MISS_11	 pop_4 	D4 	4 	7
MISS_12	 pop_4 	D4 	6 	8
MISS_13	 pop_4 	D4 	5 	7
MISS_14	 pop_4 	D4 	2 	2
MISS_15	 pop_4 	D4 	5 	6
MISS_16	 pop_4 	D4 	4 	6
MISS_17	 pop_4 	D4 	1 	8
MISS_18	 pop_4 	D4 	9 	9
MISS_19	 pop_4 	D4 	1 	4
MISS_20	 pop_4 	D4 	4 	4
MISS_21	 pop_4 	D4 	7 	10
MISS_22	 pop_4 	D4 	2 	2
MISS_23	 pop_4 	D4 	0 	0
MISS_24	 pop_4 	D4 	9 	9
MISS_25	 pop_4 	D4 	5 	10
MISS_26	 pop_4 	D4 	4 	7
MISS_27	 pop_4 	D4 	7 	9
MISS_28	 pop_4 	D4 	4 	10
MISS_29	 pop_4 	D4 	0 	10
MISS_30	 pop_4 	D4 	1 	8
MISS_31	 pop_4 	D4 	4 	5
MISS_32	 pop_4 	D4 	8 	10
MISS_33	 pop_4 	D4 	7 	8
